,index,IP,date,request,res_code,search_engine,os,time
1872,1873.0,10.129.2.1,30/Nov/2017,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200,Google,Apple iOS,15:25:51
1873,1874.0,10.128.2.1,30/Nov/2017,GET / HTTP/1.1,200,bing,Apple macOS,15:26:41
1874,1875.0,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Google,Linux Operating System,15:26:43
1875,1876.0,10.128.2.1,30/Nov/2017,GET /contestsubmission.php?id=16 HTTP/1.1,200,Lycos,Microsoft Windows,15:26:44
1876,1877.0,10.128.2.1,30/Nov/2017,GET / HTTP/1.1,200,Yahoo,Apple iOS,15:27:01
1877,1878.0,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Yahoo,Google's Android OS,15:27:03
1878,1879.0,10.128.2.1,30/Nov/2017,GET /contestsubmission.php?id=16 HTTP/1.1,200,bing,Microsoft Windows,15:27:04
1879,1880.0,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Google,Microsoft Windows,15:27:07
1880,1881.0,10.130.2.1,30/Nov/2017,GET /standings.php?id=16 HTTP/1.1,200,Yahoo,Google's Android OS,15:27:09
1881,1882.0,10.130.2.1,30/Nov/2017,GET /contest.php HTTP/1.1,200,Yahoo,Apple macOS,15:27:17
1882,1883.0,10.129.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Yandex,Apple iOS,15:27:19
1883,1884.0,10.129.2.1,30/Nov/2017,GET /details.php?id=44 HTTP/1.1,200,bing,Microsoft Windows,15:27:21
1884,1885.0,10.129.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Yahoo,Apple iOS,15:27:24
1885,1886.0,10.129.2.1,30/Nov/2017,GET /details.php?id=41 HTTP/1.1,200,Yahoo,Apple iOS,15:27:27
1886,1887.0,10.129.2.1,30/Nov/2017,GET /contest.php HTTP/1.1,200,Lycos,Google's Android OS,15:27:38
1887,1888.0,10.129.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Yahoo,Google's Android OS,15:27:40
1888,1889.0,10.129.2.1,30/Nov/2017,GET /standings.php?id=16 HTTP/1.1,200,bing,Microsoft Windows,15:27:42
1889,1890.0,10.130.2.1,30/Nov/2017,GET / HTTP/1.1,302,Lycos,Google's Android OS,15:28:26
1890,1891.0,10.130.2.1,30/Nov/2017,GET /login.php HTTP/1.1,200,Google,Google's Android OS,15:28:26
1891,1892.0,10.130.2.1,30/Nov/2017,GET /css/bootstrap.min.css HTTP/1.1,200,bing,Google's Android OS,15:28:27
1892,1893.0,10.128.2.1,30/Nov/2017,GET /css/font-awesome.min.css HTTP/1.1,200,Yandex,Microsoft Windows,15:28:27
1893,1894.0,10.131.0.1,30/Nov/2017,GET /css/normalize.css HTTP/1.1,200,Google,Apple iOS,15:28:27
1894,1895.0,10.131.2.1,30/Nov/2017,GET /css/main.css HTTP/1.1,200,Yandex,Microsoft Windows,15:28:27
1895,1896.0,10.129.2.1,30/Nov/2017,GET /css/style.css HTTP/1.1,200,Lycos,Linux Operating System,15:28:27
1896,1897.0,10.128.2.1,30/Nov/2017,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200,Google,Google's Android OS,15:28:27
1897,1898.0,10.131.0.1,30/Nov/2017,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200,Lycos,Google's Android OS,15:28:27
1898,1899.0,10.129.2.1,30/Nov/2017,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200,Google,Google's Android OS,15:28:27
1899,1900.0,10.131.0.1,30/Nov/2017,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200,Yandex,Google's Android OS,15:28:29
1900,1901.0,10.131.0.1,30/Nov/2017,GET /sign.php HTTP/1.1,200,Yandex,Linux Operating System,15:28:36
1901,1902.0,10.131.0.1,30/Nov/2017,POST /action.php HTTP/1.1,302,bing,Apple iOS,15:28:56
1902,1903.0,10.131.0.1,30/Nov/2017,GET /login.php HTTP/1.1,200,Lycos,Apple macOS,15:28:58
1903,1904.0,10.131.0.1,30/Nov/2017,POST /process.php HTTP/1.1,302,Yahoo,Apple macOS,15:29:08
1904,1905.0,10.131.0.1,30/Nov/2017,GET /home.php HTTP/1.1,200,Lycos,Apple macOS,15:29:08
1905,1906.0,10.131.0.1,30/Nov/2017,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200,Yandex,Apple macOS,15:29:09
1906,1907.0,10.131.2.1,30/Nov/2017,GET /js/vendor/moment.min.js HTTP/1.1,200,Yandex,Apple macOS,15:29:09
1907,1908.0,10.131.0.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Yahoo,Google's Android OS,15:29:31
1908,1909.0,10.131.2.1,30/Nov/2017,GET /details.php?id=45 HTTP/1.1,200,Lycos,Microsoft Windows,15:29:37
1909,1910.0,10.130.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Google,Apple iOS,15:29:37
1910,1911.0,10.130.2.1,30/Nov/2017,GET / HTTP/1.1,200,Yandex,Google's Android OS,15:29:45
1911,1912.0,10.130.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Yahoo,Apple iOS,15:29:48
1912,1913.0,10.130.2.1,30/Nov/2017,GET /standings.php?id=16 HTTP/1.1,200,Yandex,Apple iOS,15:29:51
1913,1914.0,10.128.2.1,30/Nov/2017,GET / HTTP/1.1,200,Lycos,Google's Android OS,15:30:02
1914,1915.0,10.130.2.1,30/Nov/2017,GET /contestsubmission.php?id=16&show=bruce HTTP/1.1,200,Yandex,Apple iOS,15:30:07
1915,1916.0,10.129.2.1,30/Nov/2017,GET /contestsubmit.php?id=41 HTTP/1.1,200,bing,Apple macOS,15:30:12
1916,1917.0,10.130.2.1,30/Nov/2017,GET /profile.php?user=bruce HTTP/1.1,200,Yandex,Microsoft Windows,15:30:18
1917,1918.0,10.129.2.1,30/Nov/2017,POST /pcompile.php HTTP/1.1,200,bing,Microsoft Windows,15:30:18
1918,1919.0,10.131.0.1,30/Nov/2017,GET /js/jquery.min.js HTTP/1.1,200,Yandex,Apple macOS,15:30:18
1919,1920.0,10.129.2.1,30/Nov/2017,GET /js/chart.min.js HTTP/1.1,200,Yahoo,Microsoft Windows,15:30:18
1920,1921.0,10.131.0.1,30/Nov/2017,GET /contestsubmission.php?id=16&show=bruce HTTP/1.1,200,Yahoo,Linux Operating System,15:30:24
1921,1922.0,10.129.2.1,30/Nov/2017,POST /contestsubmission.php HTTP/1.1,200,Google,Apple iOS,15:30:24
1922,1923.0,10.131.0.1,30/Nov/2017,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200,Lycos,Apple macOS,15:30:29
1923,1924.0,10.128.2.1,30/Nov/2017,GET /details.php?name=Matrix%20For%20My%20Valentine%20&cod=16 HTTP/1.1,200,Lycos,Google's Android OS,15:30:34
1924,1925.0,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Google,Microsoft Windows,15:30:46
1925,1926.0,10.128.2.1,30/Nov/2017,GET /details.php?id=41 HTTP/1.1,200,Google,Microsoft Windows,15:30:50
1926,1927.0,10.128.2.1,30/Nov/2017,GET /contestsubmit.php?id=41 HTTP/1.1,200,Lycos,Apple macOS,15:31:00
1927,1928.0,10.128.2.1,30/Nov/2017,POST /pcompile.php HTTP/1.1,200,Lycos,Linux Operating System,15:31:05
1928,1929.0,10.128.2.1,30/Nov/2017,POST /contestsubmission.php HTTP/1.1,200,Yahoo,Google's Android OS,15:31:09
1929,1930.0,10.131.0.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Yandex,Apple macOS,15:31:11
1930,1931.0,10.130.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Google,Apple macOS,15:31:12
1931,1932.0,10.128.2.1,30/Nov/2017,GET / HTTP/1.1,302,bing,Apple iOS,15:32:05
1932,1933.0,10.131.0.1,30/Nov/2017,GET /contestsubmission.php?id=16&page=1 HTTP/1.1,200,Google,Apple macOS,15:32:09
1933,1934.0,10.131.0.1,30/Nov/2017,GET /login.php HTTP/1.1,200,Google,Google's Android OS,15:32:11
1934,1935.0,10.130.2.1,30/Nov/2017,GET /css/bootstrap.min.css HTTP/1.1,200,Lycos,Google's Android OS,15:32:11
1935,1936.0,10.130.2.1,30/Nov/2017,GET /css/normalize.css HTTP/1.1,200,Yahoo,Microsoft Windows,15:32:11
1936,1937.0,10.131.2.1,30/Nov/2017,GET /css/font-awesome.min.css HTTP/1.1,200,bing,Microsoft Windows,15:32:11
1937,1938.0,10.128.2.1,30/Nov/2017,GET /css/main.css HTTP/1.1,200,Lycos,Apple macOS,15:32:11
1938,1939.0,10.131.0.1,30/Nov/2017,GET /css/style.css HTTP/1.1,200,Lycos,Apple iOS,15:32:13
1939,1940.0,10.131.0.1,30/Nov/2017,GET /contestsubmission.php?id=16&page=1 HTTP/1.1,200,Lycos,Google's Android OS,15:32:14
1940,1941.0,10.128.2.1,30/Nov/2017,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200,Yandex,Microsoft Windows,15:32:15
1941,1942.0,10.130.2.1,30/Nov/2017,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200,bing,Linux Operating System,15:32:17
1942,1943.0,10.129.2.1,30/Nov/2017,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200,Yahoo,Apple iOS,15:32:17
1943,1944.0,10.131.0.1,30/Nov/2017,GET /details.php?name=Matrix%20For%20My%20Valentine%20&cod=16 HTTP/1.1,200,Yahoo,Microsoft Windows,15:32:22
1944,1945.0,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Google,Google's Android OS,15:32:38
1945,1946.0,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,bing,Microsoft Windows,15:32:51
1946,1947.0,10.131.2.1,30/Nov/2017,GET /standings.php?id=16 HTTP/1.1,200,bing,Apple iOS,15:32:56
1947,1948.0,10.128.2.1,30/Nov/2017,GET /details.php?id=42 HTTP/1.1,200,Yandex,Apple macOS,15:32:57
1948,1949.0,10.128.2.1,30/Nov/2017,GET /details.php?id=46 HTTP/1.1,200,Google,Linux Operating System,15:32:57
1949,1950.0,10.131.2.1,30/Nov/2017,GET / HTTP/1.1,200,bing,Microsoft Windows,15:33:00
1950,1951.0,10.131.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Yahoo,Google's Android OS,15:33:02
1951,1952.0,10.131.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Yahoo,Apple iOS,15:33:07
1952,1953.0,10.131.2.1,30/Nov/2017,GET /standings.php?id=16 HTTP/1.1,200,Yahoo,Linux Operating System,15:33:10
1953,1954.0,10.131.2.1,30/Nov/2017,GET /contestsubmission.php?id=16&show=tanu_1603070 HTTP/1.1,200,Yahoo,Microsoft Windows,15:33:17
1954,1955.0,10.130.2.1,30/Nov/2017,GET /standings.php?id=16 HTTP/1.1,200,bing,Apple macOS,15:33:17
1955,1956.0,10.131.2.1,30/Nov/2017,GET /standings.php?id=16 HTTP/1.1,200,Google,Google's Android OS,15:33:19
1956,1957.0,10.131.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Lycos,Google's Android OS,15:33:20
1957,1958.0,10.130.2.1,30/Nov/2017,GET /contestsubmission.php?id=16&show=bruce HTTP/1.1,200,Google,Linux Operating System,15:33:32
1958,1959.0,10.130.2.1,30/Nov/2017,GET /contestsubmission.php?id=16&show=bruce HTTP/1.1,200,Lycos,Apple macOS,15:33:35
1959,1960.0,10.131.0.1,30/Nov/2017,GET /contestsubmit.php?id=42 HTTP/1.1,200,Yahoo,Apple macOS,15:33:51
1960,1961.0,10.131.0.1,30/Nov/2017,POST /pcompile.php HTTP/1.1,200,Google,Google's Android OS,15:34:03
1961,1962.0,10.131.0.1,30/Nov/2017,POST /contestsubmission.php HTTP/1.1,200,Google,Linux Operating System,15:34:08
1962,1963.0,10.130.2.1,30/Nov/2017,GET /details.php?id=43 HTTP/1.1,200,Lycos,Apple iOS,15:34:14
1963,1964.0,10.128.2.1,30/Nov/2017,GET /standings.php?id=16 HTTP/1.1,200,Yahoo,Apple iOS,15:34:15
1964,1965.0,10.130.2.1,30/Nov/2017,GET /details.php?id=44 HTTP/1.1,200,Google,Apple macOS,15:34:15
1965,1966.0,10.131.0.1,30/Nov/2017,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200,bing,Apple iOS,15:34:20
1966,1967.0,10.129.2.1,30/Nov/2017,GET /contestsubmit.php?id=41 HTTP/1.1,200,Lycos,Linux Operating System,15:34:34
1967,1968.0,10.129.2.1,30/Nov/2017,POST /pcompile.php HTTP/1.1,200,bing,Apple macOS,15:34:41
1968,1969.0,10.130.2.1,30/Nov/2017,GET / HTTP/1.1,302,Yandex,Apple macOS,15:34:44
1969,1970.0,10.130.2.1,30/Nov/2017,GET /login.php HTTP/1.1,200,Google,Google's Android OS,15:34:44
1970,1971.0,10.131.2.1,30/Nov/2017,GET /css/bootstrap.min.css HTTP/1.1,200,Yahoo,Linux Operating System,15:34:44
1971,1972.0,10.131.2.1,30/Nov/2017,GET /css/font-awesome.min.css HTTP/1.1,200,Yahoo,Google's Android OS,15:34:45
1972,1973.0,10.128.2.1,30/Nov/2017,GET /css/normalize.css HTTP/1.1,200,Lycos,Linux Operating System,15:34:45
1973,1974.0,10.129.2.1,30/Nov/2017,GET /css/main.css HTTP/1.1,200,Yahoo,Google's Android OS,15:34:45
1974,1975.0,10.128.2.1,30/Nov/2017,GET /css/style.css HTTP/1.1,200,Lycos,Microsoft Windows,15:34:45
1975,1976.0,10.129.2.1,30/Nov/2017,POST /contestsubmission.php HTTP/1.1,200,Yahoo,Apple iOS,15:34:45
1976,1977.0,10.128.2.1,30/Nov/2017,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200,Yahoo,Apple iOS,15:34:45
1977,1978.0,10.128.2.1,30/Nov/2017,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200,bing,Microsoft Windows,15:34:45
1978,1979.0,10.129.2.1,30/Nov/2017,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200,Yahoo,Microsoft Windows,15:34:45
1979,1980.0,10.131.2.1,30/Nov/2017,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200,Google,Google's Android OS,15:34:48
1980,1981.0,10.131.2.1,30/Nov/2017,POST /process.php HTTP/1.1,302,Yandex,Google's Android OS,15:34:56
1981,1982.0,10.131.2.1,30/Nov/2017,GET /home.php HTTP/1.1,200,bing,Linux Operating System,15:34:56
1982,1983.0,10.131.2.1,30/Nov/2017,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200,Google,Google's Android OS,15:34:56
1983,1984.0,10.128.2.1,30/Nov/2017,GET /js/vendor/moment.min.js HTTP/1.1,200,Lycos,Microsoft Windows,15:34:56
1984,1985.0,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Yahoo,Google's Android OS,15:35:03
1985,1986.0,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Yandex,Apple macOS,15:35:15
1986,1987.0,10.128.2.1,30/Nov/2017,GET /details.php?id=41 HTTP/1.1,200,Google,Microsoft Windows,15:35:16
1987,1988.0,10.129.2.1,30/Nov/2017,GET /img/ruet.png HTTP/1.1,200,Yandex,Microsoft Windows,15:35:20
1988,1989.0,10.131.0.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Yandex,Microsoft Windows,15:35:32
1989,1990.0,10.131.0.1,30/Nov/2017,GET /details.php?id=45 HTTP/1.1,200,Yandex,Apple macOS,15:35:36
1990,1991.0,10.131.0.1,30/Nov/2017,GET /img/ruet.png HTTP/1.1,206,Google,Linux Operating System,15:36:19
1991,1992.0,10.128.2.1,30/Nov/2017,GET /img/ruet.png HTTP/1.1,206,bing,Apple iOS,15:36:20
1992,1993.0,10.129.2.1,30/Nov/2017,GET /img/ruet.png HTTP/1.1,206,Yandex,Microsoft Windows,15:36:23
1993,1994.0,10.128.2.1,30/Nov/2017,GET /img/ruet.png HTTP/1.1,206,bing,Apple macOS,15:36:24
1994,1995.0,10.130.2.1,30/Nov/2017,GET /contestsubmit.php?id=42 HTTP/1.1,200,Yahoo,Apple macOS,15:36:25
1995,1996.0,10.130.2.1,30/Nov/2017,POST /pcompile.php HTTP/1.1,200,Lycos,Apple iOS,15:36:33
1996,1997.0,10.130.2.1,30/Nov/2017,POST /contestsubmission.php HTTP/1.1,200,Yahoo,Apple iOS,15:36:37
1997,1998.0,10.131.0.1,30/Nov/2017,GET /img/ruet.png HTTP/1.1,206,bing,Apple iOS,15:36:46
1998,1999.0,10.131.2.1,30/Nov/2017,GET /img/ruet.png HTTP/1.1,206,Yandex,Google's Android OS,15:36:47
1999,2000.0,10.130.2.1,30/Nov/2017,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200,Yahoo,Microsoft Windows,15:36:50
2000,2001.0,10.130.2.1,30/Nov/2017,GET /standings.php?id=16 HTTP/1.1,200,bing,Linux Operating System,15:38:51
2001,2002.0,10.130.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Lycos,Apple macOS,15:38:54
2002,2003.0,10.130.2.1,30/Nov/2017,GET /contestsubmission.php?id=16 HTTP/1.1,200,Yandex,Linux Operating System,15:38:56
2003,2004.0,10.129.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,bing,Google's Android OS,15:39:21
2004,2005.0,10.129.2.1,30/Nov/2017,GET /standings.php?id=16 HTTP/1.1,200,Yandex,Apple macOS,15:39:25
2005,2006.0,10.129.2.1,30/Nov/2017,GET /contestsubmission.php?id=16&show=tanu_1603070 HTTP/1.1,200,Yahoo,Apple iOS,15:39:30
2006,2007.0,10.128.2.1,30/Nov/2017,GET /contestsubmit.php?id=42 HTTP/1.1,200,bing,Google's Android OS,15:39:31
2007,2008.0,10.129.2.1,30/Nov/2017,GET /standings.php?id=16 HTTP/1.1,200,Google,Google's Android OS,15:39:36
2008,2009.0,10.129.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Google,Apple macOS,15:39:38
2009,2010.0,10.129.2.1,30/Nov/2017,GET /details.php?id=41 HTTP/1.1,200,Lycos,Microsoft Windows,15:39:41
2010,2011.0,10.128.2.1,30/Nov/2017,POST /pcompile.php HTTP/1.1,200,Yahoo,Google's Android OS,15:39:39
2011,2012.0,10.128.2.1,30/Nov/2017,POST /contestsubmission.php HTTP/1.1,200,Lycos,Linux Operating System,15:39:43
2012,2013.0,10.128.2.1,30/Nov/2017,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200,Yandex,Apple macOS,15:39:47
2013,2014.0,10.131.2.1,30/Nov/2017,GET /details.php?id=42 HTTP/1.1,200,Lycos,Apple iOS,15:41:24
2014,2015.0,10.131.2.1,30/Nov/2017,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200,Lycos,Google's Android OS,15:41:25
2015,2016.0,10.131.0.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,bing,Apple iOS,15:41:26
2016,2017.0,10.129.2.1,30/Nov/2017,GET /details.php?id=45 HTTP/1.1,200,Yandex,Google's Android OS,15:41:35
2017,2018.0,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Google,Apple macOS,15:42:18
2018,2019.0,10.128.2.1,30/Nov/2017,GET /details.php?id=42 HTTP/1.1,200,Lycos,Apple iOS,15:42:26
2019,2020.0,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Yahoo,Linux Operating System,15:42:31
2020,2021.0,10.128.2.1,30/Nov/2017,GET /details.php?id=41 HTTP/1.1,200,Google,Linux Operating System,15:42:33
2021,2022.0,10.129.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Lycos,Linux Operating System,15:42:37
2022,2023.0,10.128.2.1,30/Nov/2017,GET / HTTP/1.1,302,Yandex,Google's Android OS,15:42:41
2023,2024.0,10.128.2.1,30/Nov/2017,GET /login.php HTTP/1.1,200,Google,Google's Android OS,15:42:41
2024,2025.0,10.129.2.1,30/Nov/2017,GET /details.php?id=43 HTTP/1.1,200,Google,Apple macOS,15:42:42
2025,2026.0,10.128.2.1,30/Nov/2017,GET /css/font-awesome.min.css HTTP/1.1,200,Yahoo,Apple iOS,15:42:42
2026,2027.0,10.131.2.1,30/Nov/2017,GET /css/normalize.css HTTP/1.1,200,bing,Apple macOS,15:42:42
2027,2028.0,10.129.2.1,30/Nov/2017,GET /css/main.css HTTP/1.1,200,Yandex,Google's Android OS,15:42:42
2028,2029.0,10.128.2.1,30/Nov/2017,GET /css/style.css HTTP/1.1,200,Yahoo,Microsoft Windows,15:42:42
2029,2030.0,10.130.2.1,30/Nov/2017,GET /css/bootstrap.min.css HTTP/1.1,206,Lycos,Linux Operating System,15:42:42
2030,2031.0,10.131.0.1,30/Nov/2017,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200,Yahoo,Google's Android OS,15:42:43
2031,2032.0,10.131.2.1,30/Nov/2017,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200,Yandex,Apple iOS,15:42:43
2032,2033.0,10.130.2.1,30/Nov/2017,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200,Lycos,Apple macOS,15:42:43
2033,2034.0,10.129.2.1,30/Nov/2017,GET /css/bootstrap.min.css HTTP/1.1,206,Google,Linux Operating System,15:42:43
2034,2035.0,10.129.2.1,30/Nov/2017,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200,Google,Linux Operating System,15:42:50
2035,2036.0,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Lycos,Microsoft Windows,15:43:08
2036,2037.0,10.128.2.1,30/Nov/2017,GET /contest.php HTTP/1.1,200,Yahoo,Google's Android OS,15:43:10
2037,2038.0,10.128.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Final%20Test HTTP/1.1,200,bing,Microsoft Windows,15:43:15
2038,2039.0,10.128.2.1,30/Nov/2017,GET /details.php?id=39 HTTP/1.1,200,bing,Microsoft Windows,15:43:18
2039,2040.0,10.128.2.1,30/Nov/2017,GET / HTTP/1.1,302,Yahoo,Google's Android OS,15:43:56
2040,2041.0,10.128.2.1,30/Nov/2017,GET /login.php HTTP/1.1,200,Yahoo,Apple iOS,15:43:56
2041,2042.0,10.129.2.1,30/Nov/2017,GET /css/font-awesome.min.css HTTP/1.1,200,bing,Google's Android OS,15:43:57
2042,2043.0,10.128.2.1,30/Nov/2017,GET /css/bootstrap.min.css HTTP/1.1,200,Yahoo,Apple macOS,15:43:57
2043,2044.0,10.129.2.1,30/Nov/2017,GET /css/normalize.css HTTP/1.1,200,Lycos,Apple iOS,15:43:57
2044,2045.0,10.131.2.1,30/Nov/2017,GET /css/style.css HTTP/1.1,200,Yandex,Microsoft Windows,15:43:57
2045,2046.0,10.130.2.1,30/Nov/2017,GET /css/main.css HTTP/1.1,200,Lycos,Microsoft Windows,15:43:57
2046,2047.0,10.131.0.1,30/Nov/2017,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200,bing,Apple macOS,15:43:57
2047,2048.0,10.129.2.1,30/Nov/2017,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200,Lycos,Google's Android OS,15:43:57
2048,2049.0,10.130.2.1,30/Nov/2017,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200,Google,Google's Android OS,15:43:57
2049,2050.0,10.131.2.1,30/Nov/2017,GET /contest.php HTTP/1.1,200,Lycos,Apple macOS,15:44:50
2050,2051.0,10.131.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Google,Google's Android OS,15:44:56
2051,2052.0,10.129.2.1,30/Nov/2017,POST /process.php HTTP/1.1,302,Google,Google's Android OS,15:44:56
2052,2053.0,10.129.2.1,30/Nov/2017,GET /login.php?value=fail HTTP/1.1,200,Yandex,Apple macOS,15:44:57
2053,2054.0,10.128.2.1,30/Nov/2017,GET /contestsubmit.php?id=45 HTTP/1.1,200,Yandex,Apple macOS,15:44:58
2054,2055.0,10.130.2.1,30/Nov/2017,POST /process.php HTTP/1.1,302,Lycos,Apple macOS,15:45:05
2055,2056.0,10.128.2.1,30/Nov/2017,POST /pcompile.php HTTP/1.1,200,Yahoo,Apple macOS,15:45:05
2056,2057.0,10.130.2.1,30/Nov/2017,GET /login.php?value=fail HTTP/1.1,200,bing,Google's Android OS,15:45:05
2057,2058.0,10.128.2.1,30/Nov/2017,POST /contestsubmission.php HTTP/1.1,200,Yandex,Microsoft Windows,15:45:08
2058,2059.0,10.131.2.1,30/Nov/2017,POST /process.php HTTP/1.1,302,Yahoo,Linux Operating System,15:45:20
2059,2060.0,10.131.2.1,30/Nov/2017,GET /login.php?value=fail HTTP/1.1,200,Yandex,Apple macOS,15:45:20
2060,2061.0,10.129.2.1,30/Nov/2017,GET /login.php?value=fail HTTP/1.1,200,Google,Apple macOS,15:45:30
2061,2062.0,10.129.2.1,30/Nov/2017,GET /details.php?id=42 HTTP/1.1,200,Yahoo,Google's Android OS,15:45:35
2062,2063.0,10.130.2.1,30/Nov/2017,GET /details.php?name=Factorial%20Factorization&cod=16 HTTP/1.1,200,Yahoo,Apple macOS,15:45:47
2063,2064.0,10.130.2.1,30/Nov/2017,GET /contestsubmit.php?id=45 HTTP/1.1,200,Google,Microsoft Windows,15:45:50
2064,2065.0,10.128.2.1,30/Nov/2017,POST /process.php HTTP/1.1,302,Yahoo,Apple iOS,15:45:53
2065,2066.0,10.128.2.1,30/Nov/2017,GET /login.php?value=fail HTTP/1.1,200,Google,Google's Android OS,15:45:54
2066,2067.0,10.130.2.1,30/Nov/2017,POST /pcompile.php HTTP/1.1,200,Google,Linux Operating System,15:45:55
2067,2068.0,10.130.2.1,30/Nov/2017,POST /contestsubmission.php HTTP/1.1,200,Lycos,Apple macOS,15:45:58
2068,2069.0,10.129.2.1,30/Nov/2017,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,Lycos,Microsoft Windows,15:45:58
